transaction_id,user_id,session_id,product_id,product_name,category,amount,quantity,transaction_date,channel,device,country
T00531,U0764,S003347,P004,Water Bottle,Accessories,19.99,2,2023-11-21,email,desktop,Austria
T00532,U0766,S003353,P009,Foam Roller,Recovery,39.99,2,2023-06-10,organic_search,mobile,Germany
T00533,U0767,S003354,P003,Protein Powder,Nutrition,49.99,3,2023-09-12,paid_search,mobile,France
T00534,U0767,S003355,P003,Protein Powder,Nutrition,49.99,1,2023-09-17,paid_search,mobile,France
T00535,U0769,S003362,P006,Resistance Bands,Sports,29.99,3,2023-04-13,email,tablet,Austria
T00536,U0769,S003369,P004,Water Bottle,Accessories,19.99,2,2023-11-28,email,tablet,Austria
T00537,U0771,S003373,P005,Gym Gloves,Accessories,24.99,2,2023-04-06,organic_search,desktop,Switzerland
T00538,U0774,S003384,P008,Compression Socks,Footwear,14.99,3,2023-12-14,paid_search,desktop,Germany
T00539,U0774,S003389,P005,Gym Gloves,Accessories,24.99,3,2023-09-26,paid_search,desktop,Germany
T00540,U0775,S003392,P010,Jump Rope,Sports,12.99,1,2023-03-02,organic_search,desktop,Austria
T00541,U0775,S003393,P005,Gym Gloves,Accessories,24.99,2,2023-06-08,organic_search,desktop,Austria
T00542,U0778,S003405,P010,Jump Rope,Sports,12.99,3,2023-11-15,organic_search,desktop,Switzerland
T00543,U0786,S003429,P006,Resistance Bands,Sports,29.99,3,2023-08-30,social_media,tablet,France
T00544,U0786,S003429,P007,Sports Watch,Electronics,199.99,2,2023-08-30,social_media,tablet,France
T00545,U0786,S003431,P007,Sports Watch,Electronics,199.99,3,2023-04-14,social_media,tablet,France
T00546,U0791,S003450,P004,Water Bottle,Accessories,19.99,3,2023-04-18,social_media,tablet,Netherlands
T00547,U0794,S003466,P003,Protein Powder,Nutrition,49.99,1,2023-10-08,social_media,desktop,Germany
T00548,U0796,S003475,P003,Protein Powder,Nutrition,49.99,1,2023-12-15,paid_search,desktop,Netherlands
T00549,U0796,S003478,P003,Protein Powder,Nutrition,49.99,2,2023-10-03,paid_search,desktop,Netherlands
T00550,U0796,S003479,P006,Resistance Bands,Sports,29.99,1,2023-12-18,paid_search,desktop,Netherlands
T00551,U0798,S003488,P003,Protein Powder,Nutrition,49.99,2,2023-03-02,email,desktop,Germany
T00552,U0800,S003505,P009,Foam Roller,Recovery,39.99,2,2023-10-02,organic_search,desktop,France
T00553,U0800,S003506,P010,Jump Rope,Sports,12.99,2,2023-09-19,organic_search,desktop,France
T00554,U0801,S003512,P010,Jump Rope,Sports,12.99,2,2023-03-21,organic_search,tablet,Netherlands
T00555,U0803,S003518,P001,Running Shoes,Footwear,89.99,1,2023-09-08,organic_search,desktop,Germany
T00556,U0804,S003523,P005,Gym Gloves,Accessories,24.99,3,2023-12-03,paid_search,mobile,France
T00557,U0806,S003531,P003,Protein Powder,Nutrition,49.99,1,2023-08-04,paid_search,mobile,Germany
T00558,U0806,S003533,P004,Water Bottle,Accessories,19.99,2,2023-07-07,paid_search,mobile,Germany
T00559,U0812,S003561,P010,Jump Rope,Sports,12.99,1,2023-10-11,paid_search,desktop,Germany
T00560,U0813,S003568,P002,Yoga Mat,Sports,34.99,3,2023-12-20,organic_search,mobile,Austria
T00561,U0814,S003570,P009,Foam Roller,Recovery,39.99,3,2023-09-04,email,mobile,Germany
T00562,U0814,S003577,P002,Yoga Mat,Sports,34.99,1,2023-12-08,email,mobile,Germany
T00563,U0815,S003579,P004,Water Bottle,Accessories,19.99,1,2023-12-27,email,desktop,Switzerland
T00564,U0815,S003582,P006,Resistance Bands,Sports,29.99,3,2023-08-01,email,desktop,Switzerland
T00565,U0818,S003593,P010,Jump Rope,Sports,12.99,2,2023-10-26,direct,mobile,Germany
T00566,U0822,S003604,P001,Running Shoes,Footwear,89.99,1,2023-09-29,organic_search,mobile,Germany
T00567,U0822,S003604,P009,Foam Roller,Recovery,39.99,3,2023-09-29,organic_search,mobile,Germany
T00568,U0823,S003607,P007,Sports Watch,Electronics,199.99,1,2023-12-17,organic_search,mobile,Germany
T00569,U0824,S003612,P009,Foam Roller,Recovery,39.99,1,2023-12-17,organic_search,mobile,Austria
T00570,U0824,S003614,P004,Water Bottle,Accessories,19.99,1,2023-10-28,organic_search,mobile,Austria
T00571,U0827,S003632,P009,Foam Roller,Recovery,39.99,3,2023-07-20,organic_search,mobile,Switzerland
T00572,U0827,S003635,P002,Yoga Mat,Sports,34.99,2,2023-06-26,organic_search,mobile,Switzerland
T00573,U0829,S003646,P006,Resistance Bands,Sports,29.99,3,2023-08-17,direct,tablet,Netherlands
T00574,U0830,S003649,P009,Foam Roller,Recovery,39.99,1,2023-11-02,paid_search,mobile,Austria
T00575,U0830,S003652,P003,Protein Powder,Nutrition,49.99,1,2023-10-04,paid_search,mobile,Austria
T00576,U0830,S003653,P007,Sports Watch,Electronics,199.99,2,2023-12-14,paid_search,mobile,Austria
T00577,U0833,S003666,P005,Gym Gloves,Accessories,24.99,1,2023-08-29,organic_search,mobile,Germany
T00578,U0833,S003670,P007,Sports Watch,Electronics,199.99,1,2023-09-30,organic_search,mobile,Germany
T00579,U0833,S003671,P001,Running Shoes,Footwear,89.99,2,2023-11-21,organic_search,mobile,Germany
T00580,U0834,S003672,P002,Yoga Mat,Sports,34.99,1,2023-07-31,organic_search,mobile,Germany
T00581,U0836,S003687,P007,Sports Watch,Electronics,199.99,1,2023-06-20,organic_search,tablet,Germany
T00582,U0836,S003687,P001,Running Shoes,Footwear,89.99,2,2023-06-20,organic_search,tablet,Germany
T00583,U0836,S003688,P007,Sports Watch,Electronics,199.99,1,2023-05-30,organic_search,tablet,Germany
T00584,U0838,S003693,P006,Resistance Bands,Sports,29.99,2,2023-10-04,paid_search,tablet,Germany
T00585,U0838,S003695,P003,Protein Powder,Nutrition,49.99,3,2023-12-08,paid_search,tablet,Germany
T00586,U0838,S003696,P009,Foam Roller,Recovery,39.99,1,2023-05-04,paid_search,tablet,Germany
T00587,U0840,S003700,P003,Protein Powder,Nutrition,49.99,1,2023-10-07,email,desktop,Switzerland
T00588,U0840,S003700,P005,Gym Gloves,Accessories,24.99,2,2023-10-07,email,desktop,Switzerland
T00589,U0840,S003701,P008,Compression Socks,Footwear,14.99,1,2023-09-30,email,desktop,Switzerland
T00590,U0840,S003704,P004,Water Bottle,Accessories,19.99,3,2023-10-16,email,desktop,Switzerland
T00591,U0845,S003723,P010,Jump Rope,Sports,12.99,3,2023-12-01,direct,mobile,Germany
T00592,U0846,S003731,P007,Sports Watch,Electronics,199.99,2,2023-12-08,social_media,desktop,Netherlands
T00593,U0848,S003735,P009,Foam Roller,Recovery,39.99,2,2023-08-15,email,mobile,Germany
T00594,U0848,S003736,P007,Sports Watch,Electronics,199.99,1,2023-06-01,email,mobile,Germany
T00595,U0853,S003769,P007,Sports Watch,Electronics,199.99,3,2023-02-20,organic_search,mobile,France
T00596,U0853,S003770,P001,Running Shoes,Footwear,89.99,2,2023-07-10,organic_search,mobile,France
T00597,U0855,S003775,P004,Water Bottle,Accessories,19.99,3,2023-12-03,organic_search,mobile,Switzerland
T00598,U0855,S003780,P006,Resistance Bands,Sports,29.99,1,2023-12-28,organic_search,mobile,Switzerland
T00599,U0856,S003784,P008,Compression Socks,Footwear,14.99,3,2023-12-10,paid_search,desktop,Austria
T00600,U0859,S003801,P003,Protein Powder,Nutrition,49.99,2,2023-12-13,direct,desktop,Switzerland
T00601,U0861,S003814,P005,Gym Gloves,Accessories,24.99,1,2023-09-06,email,mobile,Austria
T00602,U0862,S003818,P008,Compression Socks,Footwear,14.99,3,2023-08-20,social_media,mobile,Switzerland
T00603,U0864,S003826,P002,Yoga Mat,Sports,34.99,1,2023-06-30,social_media,tablet,Netherlands
T00604,U0866,S003835,P005,Gym Gloves,Accessories,24.99,2,2023-10-02,direct,mobile,Austria
T00605,U0868,S003848,P010,Jump Rope,Sports,12.99,1,2023-07-09,paid_search,mobile,Switzerland
T00606,U0868,S003851,P008,Compression Socks,Footwear,14.99,1,2023-06-18,paid_search,mobile,Switzerland
T00607,U0871,S003860,P009,Foam Roller,Recovery,39.99,2,2023-10-28,paid_search,tablet,Germany
T00608,U0872,S003863,P006,Resistance Bands,Sports,29.99,1,2023-11-30,organic_search,tablet,Germany
T00609,U0875,S003875,P009,Foam Roller,Recovery,39.99,2,2023-09-27,paid_search,tablet,Germany
T00610,U0878,S003887,P009,Foam Roller,Recovery,39.99,1,2023-12-03,paid_search,mobile,Germany
T00611,U0883,S003914,P001,Running Shoes,Footwear,89.99,3,2023-09-23,email,tablet,Netherlands
T00612,U0884,S003916,P010,Jump Rope,Sports,12.99,1,2023-12-29,organic_search,mobile,Austria
T00613,U0884,S003918,P006,Resistance Bands,Sports,29.99,3,2023-11-20,organic_search,mobile,Austria
T00614,U0884,S003921,P005,Gym Gloves,Accessories,24.99,1,2023-11-24,organic_search,mobile,Austria
T00615,U0885,S003930,P002,Yoga Mat,Sports,34.99,2,2023-07-11,organic_search,tablet,Germany
T00616,U0887,S003937,P001,Running Shoes,Footwear,89.99,2,2023-12-01,organic_search,desktop,Switzerland
T00617,U0889,S003941,P007,Sports Watch,Electronics,199.99,3,2023-04-17,organic_search,tablet,Germany
T00618,U0890,S003948,P007,Sports Watch,Electronics,199.99,2,2023-10-26,organic_search,tablet,Netherlands
T00619,U0890,S003949,P006,Resistance Bands,Sports,29.99,1,2023-06-19,organic_search,tablet,Netherlands
T00620,U0890,S003950,P008,Compression Socks,Footwear,14.99,1,2023-08-23,organic_search,tablet,Netherlands
T00621,U0890,S003953,P006,Resistance Bands,Sports,29.99,2,2023-08-27,organic_search,tablet,Netherlands
T00622,U0891,S003956,P009,Foam Roller,Recovery,39.99,2,2023-04-03,organic_search,mobile,Germany
T00623,U0893,S003967,P010,Jump Rope,Sports,12.99,2,2023-12-18,email,desktop,Austria
T00624,U0896,S003984,P007,Sports Watch,Electronics,199.99,2,2023-12-09,paid_search,desktop,Germany
T00625,U0897,S003987,P005,Gym Gloves,Accessories,24.99,3,2023-12-08,organic_search,mobile,Germany
T00626,U0903,S004016,P006,Resistance Bands,Sports,29.99,3,2023-12-28,organic_search,mobile,Germany
T00627,U0905,S004019,P007,Sports Watch,Electronics,199.99,3,2023-12-02,email,mobile,Germany
T00628,U0908,S004032,P003,Protein Powder,Nutrition,49.99,1,2023-12-22,paid_search,desktop,Germany
T00629,U0909,S004042,P008,Compression Socks,Footwear,14.99,2,2023-09-22,direct,desktop,Switzerland
T00630,U0910,S004046,P001,Running Shoes,Footwear,89.99,2,2023-08-17,email,desktop,Switzerland
T00631,U0910,S004048,P005,Gym Gloves,Accessories,24.99,3,2023-08-24,email,desktop,Switzerland
T00632,U0911,S004051,P001,Running Shoes,Footwear,89.99,3,2023-07-03,organic_search,desktop,Austria
T00633,U0914,S004077,P003,Protein Powder,Nutrition,49.99,2,2023-08-31,referral,desktop,Germany
T00634,U0918,S004087,P010,Jump Rope,Sports,12.99,1,2023-12-10,social_media,desktop,Germany
T00635,U0918,S004089,P003,Protein Powder,Nutrition,49.99,3,2023-12-27,social_media,desktop,Germany
T00636,U0920,S004097,P010,Jump Rope,Sports,12.99,1,2023-11-18,paid_search,mobile,Netherlands
T00637,U0922,S004113,P001,Running Shoes,Footwear,89.99,2,2023-10-03,email,mobile,Austria
T00638,U0925,S004122,P003,Protein Powder,Nutrition,49.99,1,2023-12-23,paid_search,mobile,Austria
T00639,U0927,S004132,P004,Water Bottle,Accessories,19.99,2,2023-11-07,direct,tablet,Germany
T00640,U0927,S004133,P008,Compression Socks,Footwear,14.99,3,2023-09-02,direct,tablet,Germany
T00641,U0929,S004139,P001,Running Shoes,Footwear,89.99,3,2023-12-11,organic_search,mobile,Germany
T00642,U0930,S004143,P003,Protein Powder,Nutrition,49.99,3,2023-06-14,organic_search,desktop,Austria
T00643,U0932,S004151,P010,Jump Rope,Sports,12.99,1,2023-12-22,email,desktop,Germany
T00644,U0932,S004152,P005,Gym Gloves,Accessories,24.99,2,2023-12-07,email,desktop,Germany
T00645,U0933,S004155,P005,Gym Gloves,Accessories,24.99,1,2023-05-15,social_media,desktop,Germany
T00646,U0935,S004159,P006,Resistance Bands,Sports,29.99,3,2023-12-14,organic_search,mobile,France
T00647,U0936,S004161,P006,Resistance Bands,Sports,29.99,1,2023-11-05,email,mobile,Netherlands
T00648,U0936,S004162,P008,Compression Socks,Footwear,14.99,1,2023-08-24,email,mobile,Netherlands
T00649,U0938,S004170,P006,Resistance Bands,Sports,29.99,1,2023-09-23,social_media,desktop,Switzerland
T00650,U0939,S004180,P010,Jump Rope,Sports,12.99,3,2023-12-05,organic_search,desktop,Austria
T00651,U0940,S004182,P008,Compression Socks,Footwear,14.99,1,2023-09-07,paid_search,desktop,Germany
T00652,U0940,S004188,P007,Sports Watch,Electronics,199.99,1,2023-10-24,paid_search,desktop,Germany
T00653,U0941,S004189,P005,Gym Gloves,Accessories,24.99,1,2023-08-15,paid_search,mobile,Switzerland
T00654,U0941,S004192,P010,Jump Rope,Sports,12.99,3,2023-09-05,paid_search,mobile,Switzerland
T00655,U0941,S004193,P007,Sports Watch,Electronics,199.99,3,2023-05-24,paid_search,mobile,Switzerland
T00656,U0943,S004202,P006,Resistance Bands,Sports,29.99,2,2023-08-25,organic_search,mobile,Germany
T00657,U0945,S004206,P008,Compression Socks,Footwear,14.99,3,2023-11-12,organic_search,tablet,Germany
T00658,U0947,S004212,P002,Yoga Mat,Sports,34.99,2,2023-10-29,email,mobile,Germany
T00659,U0948,S004216,P004,Water Bottle,Accessories,19.99,3,2023-12-26,paid_search,mobile,France
T00660,U0948,S004218,P010,Jump Rope,Sports,12.99,1,2023-11-19,paid_search,mobile,France
T00661,U0949,S004221,P010,Jump Rope,Sports,12.99,2,2023-07-16,social_media,desktop,Netherlands
T00662,U0951,S004229,P006,Resistance Bands,Sports,29.99,1,2023-12-14,direct,desktop,Austria
T00663,U0951,S004233,P003,Protein Powder,Nutrition,49.99,1,2023-09-17,direct,desktop,Austria
T00664,U0953,S004240,P010,Jump Rope,Sports,12.99,1,2023-09-09,email,desktop,Austria
T00665,U0953,S004243,P004,Water Bottle,Accessories,19.99,2,2023-12-25,email,desktop,Austria
T00666,U0953,S004245,P007,Sports Watch,Electronics,199.99,1,2023-09-07,email,desktop,Austria
T00667,U0958,S004265,P006,Resistance Bands,Sports,29.99,3,2023-12-13,organic_search,desktop,Germany
T00668,U0964,S004294,P003,Protein Powder,Nutrition,49.99,3,2023-09-19,organic_search,mobile,Germany
T00669,U0964,S004295,P003,Protein Powder,Nutrition,49.99,1,2023-08-30,organic_search,mobile,Germany
T00670,U0966,S004305,P009,Foam Roller,Recovery,39.99,3,2023-11-06,email,mobile,Germany
T00671,U0969,S004320,P005,Gym Gloves,Accessories,24.99,1,2023-12-27,organic_search,mobile,Germany
T00672,U0969,S004323,P001,Running Shoes,Footwear,89.99,2,2023-12-09,organic_search,mobile,Germany
T00673,U0970,S004326,P008,Compression Socks,Footwear,14.99,1,2023-11-08,email,tablet,Switzerland
T00674,U0970,S004328,P009,Foam Roller,Recovery,39.99,3,2023-12-18,email,tablet,Switzerland
T00675,U0971,S004331,P005,Gym Gloves,Accessories,24.99,2,2023-12-22,paid_search,mobile,Switzerland
T00676,U0971,S004333,P002,Yoga Mat,Sports,34.99,2,2023-12-01,paid_search,mobile,Switzerland
T00677,U0973,S004338,P001,Running Shoes,Footwear,89.99,2,2023-10-18,referral,desktop,France
T00678,U0974,S004350,P007,Sports Watch,Electronics,199.99,3,2023-10-07,organic_search,desktop,Germany
T00679,U0976,S004358,P002,Yoga Mat,Sports,34.99,1,2023-08-10,paid_search,tablet,Germany
T00680,U0976,S004359,P006,Resistance Bands,Sports,29.99,1,2023-11-29,paid_search,tablet,Germany
T00681,U0976,S004360,P004,Water Bottle,Accessories,19.99,3,2023-12-29,paid_search,tablet,Germany
T00682,U0977,S004363,P009,Foam Roller,Recovery,39.99,2,2023-11-24,social_media,mobile,Austria
T00683,U0978,S004368,P002,Yoga Mat,Sports,34.99,2,2023-08-24,paid_search,mobile,Germany
T00684,U0979,S004372,P002,Yoga Mat,Sports,34.99,3,2023-07-04,paid_search,tablet,Austria
T00685,U0982,S004382,P007,Sports Watch,Electronics,199.99,2,2023-11-17,organic_search,tablet,Austria
T00686,U0986,S004403,P003,Protein Powder,Nutrition,49.99,3,2023-12-08,paid_search,mobile,Germany
T00687,U0989,S004415,P009,Foam Roller,Recovery,39.99,2,2023-07-06,direct,desktop,Austria
T00688,U0989,S004416,P007,Sports Watch,Electronics,199.99,3,2023-08-16,direct,desktop,Austria
T00689,U0989,S004418,P002,Yoga Mat,Sports,34.99,1,2023-08-09,direct,desktop,Austria
T00690,U0994,S004438,P001,Running Shoes,Footwear,89.99,2,2023-10-31,social_media,tablet,Switzerland
T00691,U0996,S004445,P010,Jump Rope,Sports,12.99,3,2023-03-17,organic_search,mobile,Austria
T00692,U0999,S004457,P003,Protein Powder,Nutrition,49.99,3,2023-03-14,paid_search,mobile,Austria
T00693,U0999,S004461,P009,Foam Roller,Recovery,39.99,1,2023-06-09,paid_search,mobile,Austria
T00694,U1001,S004468,P003,Protein Powder,Nutrition,49.99,1,2023-11-02,organic_search,mobile,Germany
T00695,U1006,S004494,P006,Resistance Bands,Sports,29.99,3,2023-12-12,paid_search,tablet,Austria
T00696,U1009,S004508,P010,Jump Rope,Sports,12.99,3,2023-07-17,organic_search,tablet,Netherlands
T00697,U1010,S004513,P005,Gym Gloves,Accessories,24.99,3,2023-10-16,organic_search,desktop,Netherlands
T00698,U1011,S004519,P009,Foam Roller,Recovery,39.99,2,2023-11-07,organic_search,mobile,Austria
T00699,U1012,S004522,P010,Jump Rope,Sports,12.99,2,2023-03-11,direct,tablet,France
T00700,U1012,S004524,P005,Gym Gloves,Accessories,24.99,3,2023-05-28,direct,tablet,France
T00701,U1012,S004525,P008,Compression Socks,Footwear,14.99,2,2023-01-30,direct,tablet,France
T00702,U1013,S004529,P006,Resistance Bands,Sports,29.99,1,2023-12-26,social_media,desktop,Switzerland
T00703,U1014,S004539,P006,Resistance Bands,Sports,29.99,3,2023-09-06,organic_search,mobile,Germany
T00704,U1015,S004545,P004,Water Bottle,Accessories,19.99,2,2023-09-23,paid_search,mobile,Germany
T00705,U1017,S004555,P004,Water Bottle,Accessories,19.99,1,2023-12-26,organic_search,mobile,Switzerland
T00706,U1019,S004560,P008,Compression Socks,Footwear,14.99,3,2023-08-16,organic_search,desktop,Switzerland
T00707,U1019,S004560,P010,Jump Rope,Sports,12.99,2,2023-08-16,organic_search,desktop,Switzerland
T00708,U1019,S004561,P005,Gym Gloves,Accessories,24.99,3,2023-11-07,organic_search,desktop,Switzerland
T00709,U1019,S004561,P007,Sports Watch,Electronics,199.99,2,2023-11-07,organic_search,desktop,Switzerland
T00710,U1023,S004576,P006,Resistance Bands,Sports,29.99,3,2023-08-15,email,tablet,Germany
T00711,U1025,S004581,P001,Running Shoes,Footwear,89.99,3,2023-04-11,direct,mobile,Austria
T00712,U1025,S004583,P002,Yoga Mat,Sports,34.99,2,2023-05-01,direct,mobile,Austria
T00713,U1026,S004585,P006,Resistance Bands,Sports,29.99,2,2023-12-13,social_media,mobile,Germany
T00714,U1027,S004590,P002,Yoga Mat,Sports,34.99,2,2023-04-02,social_media,mobile,France
T00715,U1028,S004594,P001,Running Shoes,Footwear,89.99,3,2023-09-10,social_media,desktop,Germany
T00716,U1029,S004596,P003,Protein Powder,Nutrition,49.99,2,2023-11-05,email,desktop,Germany
T00717,U1029,S004597,P004,Water Bottle,Accessories,19.99,2,2023-11-23,email,desktop,Germany
T00718,U1029,S004603,P001,Running Shoes,Footwear,89.99,3,2023-12-13,email,desktop,Germany
T00719,U1033,S004618,P005,Gym Gloves,Accessories,24.99,1,2023-11-27,direct,mobile,France
T00720,U1034,S004621,P005,Gym Gloves,Accessories,24.99,3,2023-11-04,direct,desktop,Switzerland
T00721,U1037,S004632,P009,Foam Roller,Recovery,39.99,1,2023-09-23,direct,desktop,Austria
T00722,U1040,S004644,P001,Running Shoes,Footwear,89.99,3,2023-09-15,paid_search,mobile,Netherlands
T00723,U1044,S004651,P001,Running Shoes,Footwear,89.99,3,2023-09-23,organic_search,desktop,Austria
T00724,U1047,S004674,P001,Running Shoes,Footwear,89.99,2,2023-11-22,paid_search,mobile,Germany
T00725,U1047,S004675,P002,Yoga Mat,Sports,34.99,2,2023-09-10,paid_search,mobile,Germany
T00726,U1047,S004676,P007,Sports Watch,Electronics,199.99,1,2023-05-23,paid_search,mobile,Germany
T00727,U1048,S004680,P009,Foam Roller,Recovery,39.99,3,2023-05-22,social_media,desktop,Germany
T00728,U1048,S004682,P009,Foam Roller,Recovery,39.99,3,2023-07-25,social_media,desktop,Germany
T00729,U1050,S004695,P009,Foam Roller,Recovery,39.99,3,2023-11-06,direct,desktop,Germany
T00730,U1050,S004697,P008,Compression Socks,Footwear,14.99,2,2023-06-03,direct,desktop,Germany
T00731,U1051,S004699,P001,Running Shoes,Footwear,89.99,3,2023-06-25,paid_search,desktop,France
T00732,U1051,S004699,P008,Compression Socks,Footwear,14.99,2,2023-06-25,paid_search,desktop,France
T00733,U1053,S004710,P010,Jump Rope,Sports,12.99,3,2023-12-17,direct,desktop,Austria
T00734,U1054,S004713,P007,Sports Watch,Electronics,199.99,1,2023-10-14,direct,desktop,Netherlands
T00735,U1056,S004720,P006,Resistance Bands,Sports,29.99,1,2023-12-22,social_media,desktop,Switzerland
T00736,U1057,S004723,P003,Protein Powder,Nutrition,49.99,3,2023-12-30,direct,mobile,Germany
T00737,U1059,S004729,P005,Gym Gloves,Accessories,24.99,3,2023-09-22,social_media,mobile,Austria
T00738,U1059,S004730,P004,Water Bottle,Accessories,19.99,3,2023-11-10,social_media,mobile,Austria
T00739,U1060,S004734,P001,Running Shoes,Footwear,89.99,3,2023-08-03,paid_search,mobile,Germany
T00740,U1060,S004737,P009,Foam Roller,Recovery,39.99,3,2023-09-24,paid_search,mobile,Germany
T00741,U1062,S004744,P001,Running Shoes,Footwear,89.99,2,2023-11-22,direct,mobile,Germany
T00742,U1063,S004751,P005,Gym Gloves,Accessories,24.99,3,2023-12-24,paid_search,desktop,Netherlands
T00743,U1063,S004752,P006,Resistance Bands,Sports,29.99,3,2023-12-21,paid_search,desktop,Netherlands
T00744,U1063,S004754,P003,Protein Powder,Nutrition,49.99,3,2023-12-04,paid_search,desktop,Netherlands
T00745,U1063,S004756,P001,Running Shoes,Footwear,89.99,3,2023-12-23,paid_search,desktop,Netherlands
T00746,U1064,S004759,P009,Foam Roller,Recovery,39.99,3,2023-10-06,paid_search,tablet,Germany
T00747,U1067,S004769,P007,Sports Watch,Electronics,199.99,1,2023-11-22,direct,desktop,Austria
T00748,U1072,S004791,P009,Foam Roller,Recovery,39.99,3,2023-11-23,paid_search,desktop,Germany
T00749,U1073,S004795,P008,Compression Socks,Footwear,14.99,2,2023-10-05,email,desktop,Switzerland
T00750,U1073,S004796,P002,Yoga Mat,Sports,34.99,2,2023-07-29,email,desktop,Switzerland
T00751,U1073,S004797,P008,Compression Socks,Footwear,14.99,1,2023-12-04,email,desktop,Switzerland
T00752,U1080,S004821,P009,Foam Roller,Recovery,39.99,1,2023-03-01,email,mobile,Austria
T00753,U1080,S004821,P010,Jump Rope,Sports,12.99,3,2023-03-01,email,mobile,Austria
T00754,U1080,S004822,P001,Running Shoes,Footwear,89.99,3,2023-11-11,email,mobile,Austria
T00755,U1082,S004833,P006,Resistance Bands,Sports,29.99,2,2023-11-28,social_media,tablet,Germany
T00756,U1082,S004834,P006,Resistance Bands,Sports,29.99,3,2023-11-21,social_media,tablet,Germany
T00757,U1082,S004836,P005,Gym Gloves,Accessories,24.99,1,2023-06-23,social_media,tablet,Germany
T00758,U1082,S004837,P001,Running Shoes,Footwear,89.99,1,2023-10-29,social_media,tablet,Germany
T00759,U1086,S004856,P008,Compression Socks,Footwear,14.99,2,2023-12-15,social_media,mobile,Switzerland
T00760,U1086,S004858,P009,Foam Roller,Recovery,39.99,1,2023-11-05,social_media,mobile,Switzerland
T00761,U1087,S004861,P009,Foam Roller,Recovery,39.99,3,2023-08-03,organic_search,desktop,Germany
T00762,U1087,S004862,P008,Compression Socks,Footwear,14.99,1,2023-08-11,organic_search,desktop,Germany
T00763,U1094,S004885,P005,Gym Gloves,Accessories,24.99,1,2023-03-01,paid_search,desktop,Germany
T00764,U1097,S004901,P010,Jump Rope,Sports,12.99,1,2023-10-13,email,mobile,France
T00765,U1097,S004901,P003,Protein Powder,Nutrition,49.99,3,2023-10-13,email,mobile,France
T00766,U1100,S004907,P008,Compression Socks,Footwear,14.99,2,2023-12-26,social_media,desktop,Germany
T00767,U1100,S004909,P008,Compression Socks,Footwear,14.99,3,2023-12-11,social_media,desktop,Germany
T00768,U1101,S004913,P002,Yoga Mat,Sports,34.99,2,2023-08-26,paid_search,desktop,Netherlands
T00769,U1101,S004913,P006,Resistance Bands,Sports,29.99,3,2023-08-26,paid_search,desktop,Netherlands
T00770,U1101,S004914,P001,Running Shoes,Footwear,89.99,2,2023-07-07,paid_search,desktop,Netherlands
T00771,U1104,S004929,P006,Resistance Bands,Sports,29.99,1,2023-12-13,organic_search,mobile,Germany
T00772,U1105,S004931,P003,Protein Powder,Nutrition,49.99,1,2023-08-24,paid_search,desktop,Switzerland
T00773,U1105,S004932,P003,Protein Powder,Nutrition,49.99,3,2023-07-23,paid_search,desktop,Switzerland
T00774,U1107,S004941,P008,Compression Socks,Footwear,14.99,1,2023-12-25,paid_search,mobile,Germany
T00775,U1108,S004946,P005,Gym Gloves,Accessories,24.99,2,2023-09-18,social_media,mobile,Austria
T00776,U1110,S004948,P002,Yoga Mat,Sports,34.99,3,2023-09-06,paid_search,tablet,Netherlands
T00777,U1111,S004950,P007,Sports Watch,Electronics,199.99,3,2023-07-27,paid_search,tablet,Netherlands
T00778,U1111,S004952,P003,Protein Powder,Nutrition,49.99,3,2023-09-25,paid_search,tablet,Netherlands
T00779,U1111,S004953,P006,Resistance Bands,Sports,29.99,3,2023-05-29,paid_search,tablet,Netherlands
T00780,U1112,S004954,P003,Protein Powder,Nutrition,49.99,1,2023-11-29,paid_search,mobile,Germany
T00781,U1112,S004954,P006,Resistance Bands,Sports,29.99,3,2023-11-29,paid_search,mobile,Germany
T00782,U1113,S004957,P010,Jump Rope,Sports,12.99,3,2023-12-26,email,mobile,Austria
T00783,U1113,S004958,P005,Gym Gloves,Accessories,24.99,1,2023-10-29,email,mobile,Austria
T00784,U1116,S004974,P007,Sports Watch,Electronics,199.99,1,2023-05-18,organic_search,desktop,Austria
T00785,U1117,S004976,P004,Water Bottle,Accessories,19.99,1,2023-12-22,paid_search,tablet,Germany
T00786,U1118,S004980,P009,Foam Roller,Recovery,39.99,3,2023-12-29,organic_search,mobile,Austria
T00787,U1118,S004983,P005,Gym Gloves,Accessories,24.99,1,2023-07-17,organic_search,mobile,Austria
T00788,U1120,S004989,P002,Yoga Mat,Sports,34.99,2,2023-12-28,paid_search,desktop,Germany
T00789,U1127,S005032,P010,Jump Rope,Sports,12.99,2,2023-05-17,social_media,desktop,Netherlands
T00790,U1129,S005037,P004,Water Bottle,Accessories,19.99,1,2023-10-19,paid_search,mobile,France
T00791,U1130,S005045,P009,Foam Roller,Recovery,39.99,3,2023-07-06,organic_search,desktop,Germany
T00792,U1131,S005052,P005,Gym Gloves,Accessories,24.99,2,2023-11-21,organic_search,mobile,Austria
T00793,U1133,S005061,P009,Foam Roller,Recovery,39.99,2,2023-12-12,paid_search,mobile,Netherlands
T00794,U1133,S005064,P001,Running Shoes,Footwear,89.99,2,2023-10-28,paid_search,mobile,Netherlands
